text	Joy	Fear	Anger	Sadness	Disgust	Surprise
Людина, яка є для мене великим авторитетом і яку я боялась найбільше, подзвонила особисто сказати, шо я крутишка.	1	0	0	0	0	0
дожилася до того, що не можу повірити у своє щастя :))	1	0	0	0	0	0
Так) найкраща ніч цього літа	1	0	0	0	0	0
 круто! я напишу свій номер, обов"язково мені передзвони, або я тобі))	1	0	0	0	0	0
ноууу, душа звучить набагато ліпше) хочу бути душею	1	0	0	0	0	0
дякую хорошим твіплам     i  всім цьом!	1	0	0	0	0	0
хлопці з Київстара прийшли інтернет зробити. . .ЯКА я рада!	1	0	0	0	0	0
Такі всі гарні і милі, що аж не можу мовчати	1	0	0	0	0	0
давно тебе не бачила таким щасливим.	1	0	0	0	0	0
боюсь нищо з цього списку не пригодиться))	1	1	0	0	0	0
дякую вам дівча і хлопча)) я спатки!))	1	0	0	0	0	0
я, взагалі то, насмажила дерунів, зробила ввдро салату і чекаю гостей))	1	0	0	0	0	0
Арт двір - то дуже кльово!	1	0	0	0	0	0
Бажаю всім сьогодні шашлику і гарної погоди!	1	0	0	0	0	0
сьогодні буде крутий вечір, я надіюсь	1	0	0	0	0	0
Побачила по тєліку колегу-француза :D	1	0	0	0	0	0
nice photo & телефончик кльовий;)	1	0	0	0	0	0
Та ну,ціла купа =)RT :  тримайся, архітектори виміраючий від!!!! :)	1	0	0	0	0	0
Але з іншого боку радію, що двері закрились не «до шєлчка», могло б бути гірше.	1	0	0	0	0	0
Як тут у вас весело гг	1	0	0	0	0	0
нарешті я напишу у щоденник, що цей рік був дуже класний!	1	0	0	0	0	0
Тут цікаво, затишно і є кальвадос!	1	0	0	0	0	0
Іду і плачу від щастя.	1	0	0	0	0	0
А ми смакуємо Кумпелівське пиво і насолоджуємося теплим вечером.	1	0	0	0	0	0
, ти неймовірна, хай тобі буде стільки радості і посмішок, скільки я зараз маю:)	1	0	0	0	0	0
Так, вночі, бо шо мені втрачати))	1	0	0	0	0	0
рада що ти знайшов свій дім :))	1	0	0	0	0	0
і я тобі дякую ;) обнімашки всім	1	0	0	0	0	0
мої племінниці буде 2рочки, то справді класні часи :)	1	0	0	0	0	0
хлопці-консутанти в Практекерi втішились руденьким дівчатам, що купляли ламінат. . .поштучно))	1	0	0	0	0	0
З Днем космонавтики, а мене з днем факультету!	1	0	0	0	0	0
Дякую пацанам з гуртожитку, за те що було так весело в душі	1	0	0	0	0	0
От а я за свою випадкову фотосесію не шкодую, хоча теж скептично відносилась спершу	1	0	0	0	0	0
Так що дуже тобі дякую!	1	0	0	0	0	0
і я вітаю! по 2-3 людини на місце- ти молодець!	1	0	0	0	0	0
доброго ранку, любі <3 усмішки і смачного сніданку. залишайтеся позитивними ^^	1	0	0	0	0	0
Є люди, що фізично молодші за мене, але к оли спілкуємося, то дитиною відчуваю себе я  Чесно кажучи.. то шикарно	1	0	0	0	0	0
а в Дубні немає сонечка, але дуже приємний день:)	1	0	0	0	0	0
джигар вперше дивиться гаррі поттера. не відриває очей від монітора. така милота спостерігати.	1	0	0	0	0	0
я коли іду на пляж, то всі комплекси приглушуються, хоч я і дрищ)	1	0	0	0	0	0
А знаєш, все таки це добре.	1	0	0	0	0	0
нові капці такі круті!!!! дякую	1	0	0	0	0	0
щастя мати розумну і вродливу жінку,але біда мати таке щастя ))	1	0	0	0	0	0
хм, моя миша страшніша була)	1	0	0	0	0	0
RT :  Забавка: знайди сову :)	1	0	0	0	0	0
Не знаю, як вам, а мені подобається	1	0	0	0	0	0
ого, ну прикольно. та я і так і так робити буду. просто цікаво стало)	1	0	0	0	0	1
так, будуть хрумкі кабачки зі смаком аличі))	1	0	0	0	0	0
маленька, ти повернулася? хай там як, а я рада)	1	0	0	0	0	0
Так прекрасно на вулиці, ше й ніч.	1	0	0	0	0	0
починаю усвідомлювати, як прекрасно мати ентузіазм щось робити, бо бажання - це найважливіше.  бажання спричиняє дії.	1	0	0	0	0	0
Сьогодні буде перша ніч з нашим котом!	1	0	0	0	0	0
ааааааааа, кайф! цього не бачила	1	0	0	0	0	0
дужедужедужедуже мімімішний фільм) Наталочка розчулена^^	1	0	0	0	0	0
фітс і джемма - то любоу :з  але циско і кейтлін мені як брат і сестра  завжди шипперила циско з сестрою холода)	1	0	0	0	0	0
Мені ше вас на свадьбу звать)))	1	0	0	0	0	0
шо сьогодні цікавого в -журналі?:)	1	0	0	0	0	0
супер, дякую вам за швидку реакцію.	1	0	0	0	0	0
а білі це хороші друзі:)	1	0	0	0	0	0
подякуєм моїм ~ 20 парам джинсів і тому, шо я довго вагалась, які вдягти до сірої футболки)))	1	0	0	0	0	0
Мама завжди боїться, що в мене у поїзді вкрадуть взуття.	0	1	0	0	0	0
Я шось одиничок стрьомаюсь) думаю, шо ноги вкорочують, нє?	0	1	0	0	0	0
Ти приїхала у Кременець?)) я почала хвилюватися;)	0	1	0	0	0	0
боюсь читати "отверженние" щоб не дай бог не накатіло якоюсь романтичною хвилею любові до революції (і політики)	0	1	0	0	0	0
Мене очень сильно турбує шо тут за двіж-паріж	0	1	0	0	0	0
Мене лякає не те, що мені 20, а те, що 15 мені було цілих 5 років назад.	0	1	0	0	0	0
наша кицька така розумна, шо я вже починаю її боятися	0	1	0	0	0	0
Трошкі, вона зараз робить вигляд, шо нічьо не сталось і мені від того страшніше	0	1	0	0	0	0
Сподіваюсь, мої малявки не злякаються.	0	1	0	0	0	0
Люди, які лайкають кожен мій твіт, ви мене лякаєте	0	1	0	0	0	0
Мене вже лякає той факт, що в четвер на художній всі будуть глазєть на моїх Led Zeppelin.Моїх.	0	1	0	0	0	0
Із-за того шо я вже багато днів сижу дома,  мені страшно виходить на вулицю	0	1	0	0	0	0
Мені лячно навіть думати про те цунамі лайна, котре підіймається в руСМі доки говорить пан Порошенко.	0	1	0	0	0	0
божички, я до 25 років взагалі дітей боялась, а шоб развлікати...	0	1	0	0	0	0
та пишуть, що пакують всіх без розбору от і хвилююся за Вас	0	1	0	0	0	0
Хлопці не лякайте мене термінами. . .всі браузери хороші,милі та любі,як і дівчата=)	0	1	0	0	0	0
Я і хочу, і боюсь людей підставити.	0	1	0	0	0	0
Дуже боялась, шо у фр школі мені сесію не оплачуватимуть, але ніби все ок	0	1	0	0	0	0
дякую за підтримку) насправді, зараз не так і страшно на вигляд.	0	1	0	0	0	0
Сьогодні вперше була на Майдані після того страшного відстрілювання людей.	0	1	0	0	0	0
та в нас якісь ливні пориви вітру, боюся щоб дощу не було.	0	1	0	0	0	0
Я до 25 дітей боялась вопше.	0	1	0	0	0	0
Я навіть читати не стала, за свою психіку переймаюся	0	1	0	0	0	0
Клоун-це найстрашніше, що може бути (с) сараджесікапаркер	0	1	0	0	0	0
Коли бачу "підготувати проект"-стає страшно)))	0	1	0	0	0	0
Трохи лякає, коли тобі в руки дають їжу з фразою "ого, навіть не поцвіло"	0	1	0	0	0	0
Це якась нереальна ціна))) страшно їхати))	0	1	0	0	0	0
а я лише з короткими і можу) боюсь дітей з довгими подряпати та і не зручно мені)	0	1	0	0	0	0
а ще, минулої ночі я двічі дуже злякалась.	0	1	0	0	0	0
Мабуть москалям страшно бачити таке в центрі Києва	0	1	0	0	0	0
Страшно, ботз цими цінами і курсом може грошей не вистачити))	0	1	0	0	0	0
я злякалась і запанікувала.що це?	0	1	0	0	0	0
Страшно уявити,шо з них вийде.	0	1	0	0	0	0
і так, я боюсь людей, в яких золота медаль зі школи)	0	1	0	0	0	0
дивлюсь і мені аж страшно))	0	1	0	0	0	0
Мені страшно завтра їхати на закупи в ашан.	0	1	0	0	0	0
мене теж найбільше все ж війна лякає.	0	1	0	0	0	0
та жесть. аж я в паніку впала	0	1	0	0	0	0
Мене лякають його слова і прогнози.	0	1	0	0	0	0
Боюсь навіть уявити, скільки коштує таке вирівнювання)	0	1	0	0	0	0
Вітре, шо ти виєш, перестань, мені страшно	0	1	0	0	0	0
Мене мабуть лякає те, що цим треба жити, а не просто ходити 2 раза в тиждень на заняття.	0	1	0	0	0	0
Мені завжди страшно, коли я бачу ті фотки!"  мімімішка прям цей Вованада	0	1	0	0	0	0
а можна тоді ще боятись всього постійно)	0	1	0	0	0	0
ага, в сні страшно було))))	0	1	0	0	0	0
сьогодні вперше за рік виступів нервувалась по-справжньому. було мало репетицій.	0	1	0	0	0	0
так, але навіть при найкращих професійних задатках боязнь телефонних дзвінків чи невміння підтримати бесіду тебе завалять	0	1	0	0	0	0
тільки грузини так їздять, що страшно)))	0	1	0	0	0	0
ніяк не почну. паходу боюсь залипнути	0	1	0	0	0	0
Було весело, але я панікувала, шо до мене хтось підійде з бруднющими руками	0	1	0	0	0	0
Страшно подумати, скільки ще трепів знайдеться, випливе в Дніпрі	0	1	0	0	0	0
сестричка пише у фейсбук з літака: не хочу летіти:((	0	1	0	0	0	0
Хоча під кінець з останнім я розібралася, і подумала, як жахливо, що на мою дитину більше впливу мали няньки і бабусі.	0	1	0	0	0	0
Та шо тікати, кладовищ я не боюсь, іноді там тусимо, але НР то занадто	0	1	0	0	0	0
я боюсь,що через такий короткий проміжок часу між першим і другим разом просто не відчую того першого разу ще раз.	0	1	0	0	0	0
А в мене останнвм часом погані асоціації з тим містом, воно мене лякає)	0	1	0	0	0	0
Згадалось, шо вночі будила Вованаду, бо мені наснилось дике жахіття і стало страшно.	0	1	0	0	0	0
гарний фільм, але боюсь, шо моя діч його дивитись не захоче)	0	1	0	0	0	0
Не можу заспокоїтись, трясе, нема нікого поряд.	0	1	0	0	0	0
це буде мій перший фільм бергмана без ульман. я її чучуть боюсь.	0	1	0	0	0	0
не лізьте в ліс у зливу.  я налякалась їжака, змокла до нитки, але зате посиділа в дуже гарному місці.	0	1	0	0	0	0
ми боїмось, шо почнуть вдиратись в хати по селах	0	1	0	0	0	0
- Дарницю "замінували", кажись я додому не попаду - Ну так її ж не на цілий день замінували	0	1	0	0	0	0
Бо я боюсь рампи і рукоходів (наївна)	0	1	0	0	0	0
З ужасом думаю про те, що наступного тижня із відпустки виходить нєумолкаємая Вєраівановна	0	1	0	1	0	0
Інколи вона мене лякає	0	1	0	0	0	0
 та я все одно надто боюся людей, аби запитати) а в тебе є якісь ідеї щодо роботи?	0	1	0	0	0	0
і?)) це не означає, шо мені не страшно.	0	1	0	0	0	0
Не дає мені спокою	0	1	0	0	0	0
не можна так в неділю зранку лякати	0	1	0	0	0	0
тремтячими руками натиснула пкм "извлечь в...".	0	1	0	0	0	0
а ше я боюсь крітіки, як оказалось)))	0	1	0	0	0	0
Бо вже і просто потягуватись боюсь)	0	1	0	0	0	0
навіть боюсь уявити, що могло б бути)	0	1	0	0	0	0
сьогодні треба хвилюватись за всіїх	0	1	0	0	0	0
Хочу їсти, в мене навіть є що з'їсти, але боюсь пожувати губу і щоку.	0	1	0	0	0	0
у нас вже теж теж чутно постріли і вибухи.Пишуть,сьогодні в 20:00 в р-ні Новопавлівки стріляли.Це зовсім поряд *якнацереагувати.цестрашно	0	1	0	0	0	0
Боюсь зайвий раз дьорнутись, щоб не потревожити кота аби він не образився і не пішов спати до сестри	0	1	0	0	0	0
та я вже начиталась скрізь всьо, треба нести до ветеринара, але я боюсь( якщо є спайки, то знову оперувати(((	0	1	0	0	0	0
Аж злякалась, коли побачила ці 2моделі в наявності.	0	1	0	0	0	0
атлас вікенд агонь, але я боюсь навіть ціну дивитись	0	1	0	0	0	0
Тільки коли я майже безпам'ятна, зникає це жахливе відчуття, що щось не так, чогось не вистачає.	0	1	0	0	0	0
мій годинник на компі вперто живе за московським часом...і постійно мене лякає, що вже дуже пізно...	0	1	0	0	0	0
А я їх боюсь( одужуй, Тань	0	1	0	0	0	0
Така ділова стала, аж самій страшно.	0	1	0	0	0	0
мені вік ше таке, а от те, що я чоловік, мене лякає))	0	1	0	0	0	0
зараз буду дивитись фільм Воно і я боюсь клоунів. це все, що вам треба знати.	0	1	0	0	0	0
Тепер в мене +1 фобія	0	1	0	0	0	0
боюсь уявити, що буде далі)	0	1	0	0	0	0
Шось у мене приступ паніки.	0	1	0	0	0	0
І круто і страшно водночас))	0	1	0	0	0	0
і це в робочий день. боюсь подумать який оборот у неї на вихідних.	0	1	0	0	0	0
Але так боялась провтикати, що прокинулась о 7:30.	0	1	0	0	0	0
то поголись, бо лякаєш тьоть, діч моя)	0	1	0	0	0	0
Львів - дуже небезпечне місто.	0	1	0	0	0	0
Так, вас злякався і прєдложьіл.	0	1	0	0	0	0
я шото бігу стрімаюсь. боюсь шоб попа не убіжала. присяди випади і проче - наше всьо.	0	1	0	0	0	0
Я зараз 1 суцільний переляк.	0	1	0	0	0	0
Таке якесь дивне передчуття...мабуть ця ніч буде неспокійною.	0	1	0	0	0	0
Кльово, але страшно, бо собаки за мною ганялись по парку	0	1	0	0	0	0
я турбуюсь про його психічний стан)	0	1	0	0	0	0
все чекаю коли пройде цей ефект вічної тривоги, коли дитина не біля мене.	0	1	0	1	0	0
та від вінків і квітів вже страшно стає	0	1	0	0	0	0
що ж ти так лякаєш!))	0	1	0	0	0	0
6 чоловік за і 6 проти, жах.	0	1	0	0	0	0
в мене після першої сікунди відіо почав гудіти ноут і завис. навсігда б, якби не прийняла міри. я боюсь відкривати відіо ще раз.	0	1	0	0	0	0
ой, в мене зараз стільки болячок, шо боюсь уявити шо саме не так. але надіюсь підлатаю здоров'я і все прийде в норму	0	1	0	1	0	0
Роздивляюсь один з замовлених міжвоєнних альбомів, і ця світлина creepy настільки, що мені на неї страшно дивитися: польська дівчинка посміхається позуючи в кріслі, червень 1939го.	0	1	0	0	0	0
ввіду останніх змін університетських найбільше боюсь офіційної бамажки про дрескод.	0	1	0	0	0	0
А коли до цього доходить діло, то стає страшнувато.	0	1	0	0	0	0
Хоч і розумію, шо це жах.	0	1	0	0	0	0
Йшла з роботи додому повз сусідній будинок і вже зайшовши у двір почула,що за мною женеться собака.	0	1	0	0	0	0
Страшніше фотографії в паспорті, може бути лише копія фотографії в паспорті	0	1	0	0	0	0
Google Translate так ідеально переклав речення, що я аж злякалася.	0	1	0	0	0	0
Я боюсь, що це все вияиться п'яними розмовами	0	1	0	0	0	0
мене лякає у відвідувачах жж цей таємничий хтось. хоча жж спит вже майже місяць. ну шо, про газотрон хіба писати. нє ти шо.	0	1	0	0	0	0
Коли я не бачу павуків,  я їх не боюсь	0	1	0	0	0	0
						
а ми як переляки)) боїмось))	0	1	0	0	0	0
Хочу повезти Дівчинку в Саморідню, але нема в чому і боюсь чи не буде то великим стресом для неї.	0	1	0	0	0	0
страшно шо ти це запам'ятав)	0	1	0	0	0	0
А я така серйозна, шо аж страшно	0	1	0	0	0	0
Боюсь, що до ранку мені ті пластирі не тільки токсини повитягують через стопи, а й рештки мозгів.	0	1	0	0	0	0
Я ледь не померла коли вона на мене стрибнула	0	1	0	0	0	0
в мене є дуже недобре передчуття	0	1	0	0	0	0
я читаю ці всі статті і в мене паніка. дика всепоглощающа невимовна паніка.	0	1	0	0	0	0
переборщила з увагою, тепер людина вважає себе чуть не найкращим другом і кожен день питає "як справи" а я аватарки його зеківської лякаюся!	0	1	0	0	0	0
сняться нічні жахи про те, що не встигаємо виконати все до дедлайнів.  свідомосте, що коїться?	0	1	0	0	0	0
нічогісінько. страшно те, що в мене можливо глюки.	0	1	0	0	0	0
Думала зробити тиждень платтячок і спідничок, але зранку злякалась хмарного неба.	0	1	0	0	0	0
мене слухняні зараз лякають, ну принаймні дуже слухняні	0	1	0	0	0	0
Коли ти хочеш іграшку, але тобі страшно залазити в хатку	0	1	0	0	0	0
я насміхаюся з нього, бо боюся його.	0	1	0	0	0	0
А ми говорили про пограбування і я боюсь тепер приступив паніки(	0	1	0	0	0	0
стрьомно йти на трєнь бо світить присяд 70×4×4 але ше стрьомніше буде некст вік коли робитиму проходку. да прибуде зі мнов сила. пішла жерти	0	1	0	0	0	0
жахливі реклами цього нового квасу. . .і матрона страшна і пляшка, як каністра!	0	1	0	0	0	0
Але мене лякає, що все так швидко	0	1	0	0	0	0
бо діти хочуть додаткових занять, а я стрьомаюсь брати	0	1	0	1	0	0
а Богдан я боюсь) бо вона в Могилянці вчиться  і багато читає!	0	1	0	0	0	0
За що переживаю, те і наснилось.	0	1	0	1	0	0
а я здивувалась,коли дзвінок надійшов з кодом +7XX...так злякалась,що людині дорого дзвонить, що аж прокинулась...скоро поділюсь)	0	1	0	0	0	1
лягла в ліжко. і тут рєзко прибігли всі думи мої думи мої лихо мені з вами.	0	1	0	0	0	0
щойно дізналась, що живу в найнебезпечнішому районі столиці (статистика за рік по кількості випадків зникнення людей).	0	1	0	0	0	0
Здається, моя підвищена під загрозою.	0	1	0	0	0	0
Тобто на дерево, так щоб на землю не спускатися, бо страшно.	0	1	0	0	0	0
Уявила, як я виходжу з будинку в теплий весняний вечір, і мене охопив жах невідомого походження.	0	1	0	0	0	0
						
перед знайомством з Вовиними батьками я нервувала значно більше, ніж перед знайомством з друзями дитинства)	0	1	0	0	0	0
Деколи я боюсь що в тел видьоргнуться навушники і всі почують шо я слухаю хава нагілу	0	1	0	0	0	0
я би перед тим як покинути лікарню зігнала би злість на кончаному медперсоналі. тому шо з таким настроєм додому ніні	0	0	1	0	0	0
Розумію, що це в людини особисте життя, але взнала, що знайомий чоловік зраджує дружині і вся його репутація і досягнення пішла в унітаз;(	0	0	1	0	0	0
						
*рукалице* не бачила серіалу, але вважаю це найбільшим викривленням і спаплюженням книги.	0	0	1	0	0	0
нашо я включила послухати хто це такі	0	0	1	0	0	0
Дізнався, як справи на роботці, і дуже розлютивсь.	0	0	1	0	0	0
хуже. труси хоч ніхто не баче	0	0	1	0	0	0
чую як вода капає на кухні...нервує	0	0	1	0	0	0
я ж ні на що не претендувала. мені було б просто приємно, якби зі мною поділились такою новиною. а тепер образливо до сліз	0	0	1	0	0	0
Ніяк не зрушити з цієї клятої точки.	0	0	1	0	0	0
гірше за кавери на цоя можуть бути ремікси на його пісні	0	0	1	0	1	0
Якщо ти зрадиш, кохана, Я вирву всі твої патли, До м’яса вкушу за руку, Як велика скажена собака.	0	0	1	0	0	0
Якщо він ще раз почне палити біля мене, я йому голову відірву	0	0	1	0	0	0
я його таким не сприймаю! геть!	0	0	1	0	0	0
канєшно странний. цю кучку лайна тра було в коричневий закрасить.	0	0	1	0	1	0
З розмови в хаті: Іра, не нервуй мене.	0	0	1	0	0	0
матьйотуди. я думала в тебе тільки твітор ретранслятором з контактіка працює. ох ти коварний!	0	0	1	0	0	1
деякі хенд-мейди добивають своєю тупістю ....оце  наприклад "шикарна ваза" 	0	0	1	0	0	0
)))) та я ж казала тобі)))) але це якесь підсвідоме роздратування,я його не контролюю.	0	0	1	0	0	0
Де там мене вже відкривав клятий Порох?	0	0	1	0	0	0
"...ну я понімаю кацапська сволота, но наша сволота, вінницька!..", - *проходячи повз*	0	0	1	0	0	0
Від радості до суму - одна довжелезна черга на касі в новусі.	0	0	1	0	0	0
мєжтєм одягнула купальник і цього року відмазка могло бути і гірше мене чось вже не задовольняє. до моря неготова, але куда вже діватись.	0	0	1	0	0	0
ЧОРТ, як швидко мій мозок зробив відсилочку на расизм	0	0	1	0	0	0
RT : Українські письменники обурені Концепцією мовної освіти	0	0	1	0	0	0
мене тікшо збили на машинці двоє дітлахів. підступно ззаду. я впала дупою на бампєр. добре шо не повезли. татьяна їде по бродвєю юхуу.	0	0	1	0	0	0
так рознервувалась що не помітила як злобно проорала абзац з книжки вслух	0	0	1	0	0	0
Так мене в читалці ще ніколи не нервували!	0	0	1	0	0	0
мені не подобається студійний запис готики vivienne mort. такий прилизаний і штучний. хештег шоетовзагалі.	0	0	1	0	0	0
ВСМИСЛЄ, віддай сюди свою, будь ласка!	0	0	1	0	0	0
Я стою балконі І безмежно лютую.	0	0	1	0	0	0
вдома можна зробити нормальну порцію смузі, або морозива з фруктами... в ресторанах просто знущаються ...або нормальну порцію вареників	0	0	1	0	0	0
от теж не розумію, що за раптовий факінг ераунд навколо чорного дзеркала піднявся.	0	0	1	0	0	1
якщо мене ще хтось спитає як там мій диплом я вирву собі лице	0	0	1	0	0	0
- До чого ти докотився?	0	0	1	0	0	1
Я така зла, ви навіть не уявляєте.	0	0	1	0	0	0
-як зустрів я тебе моя пташко -довго довго дививсь  -марно очі трудив -та впізнати тебе було важко -бо ти схожа на какашку -скатіна.	0	0	1	0	0	0
і да, в мене останнім часом нерви не в порядку, бо на роботі є 1людина, яка мене дуже вибішує.	0	0	1	0	0	0
людина, яку бісить той хто ходить)	0	0	1	0	0	0
Мене вибішує, що я мала зустріч о 10, а о 9:15 отримала мило від шефа з зовсім іншими завданнями.	0	0	1	0	0	0
Підори (бородаті) теж плачуть (на фонє украдєних квадрільйонів) ;(	0	0	1	0	0	0
переглянула баланс на картці креді агріколь в банкоматі привата і заплатила за це 300грн! зашибісь!	0	0	1	0	0	3
набридло, що у всіх сварках батьки винять мене.	0	0	1	0	0	0
факт. але від того не горить меньше.	0	0	1	0	0	0
чооорт, , ми будемо з тобою 9 сидіти в мене і ревіти під mercy	0	0	1	0	0	0
(Погрожувати заскріненими твітами це кншн дуже потужний хід, якщо ти співорганізатор воркшопів з пісмейкінгу, набагато сильніший, ніж запитати, що було не так кншн)	0	0	1	0	0	0
Не довольна, шо користуюсь нею рідко) а вопше я хочу canon g7x mk ii.	0	0	1	0	0	0
В мене зараз прищі нєрвні повилазять.	0	0	1	0	0	0
Що я зробила людині, яка мене ігнорує?	0	0	1	0	0	0
телепню, не доводь себе і живи давай, я не хочу -1 класна людина в групі	0	0	1	0	0	0
слуга народу вже й в!дпочити не может	0	0	1	0	0	0
 Малаанкааа!1 дай йому їсти, най перестане вити бо я його зара вдавлю!1   Ггг	0	0	1	0	0	0
Шо це за болезнь така, чітать гороскопи інших людей, шоб знать, чк у них пройде день, бо ти з ними не спілкуєшся	0	0	1	0	0	0
якого біса ніхто не дає мені поспати?	0	0	1	0	0	0
бісить, коли люди, котрі мені не цікаві, перебувають у моїй зоні комфорту довше 16ти хвилин.	0	0	1	0	0	0
ти єдиний від кого я не очікувала таких низьких думок про себе	0	0	1	0	0	1
