text	Joy	Fear	Anger	Sadness	Disgust	Surprise
я хочу говорити з людьми, але відчуваю, ніби я набридаю кожному, з ким розмовляю.	0	0	0	1	0	0
хотіла нарешті випити ліки - їх немає. шик. ще й сьогодні під дощем добряче змокла.	0	0	0	1	0	0
ну що ти таке говориш((	0	0	0	1	0	0
Шось нервуюсь і від того шкіра умірає на очах.	0	0	0	1	0	0
Яка, без перебільшення, страшна трагєдія	0	0	0	1	0	0
я перестав — втомився, набридло — робити один ритуал. фотографії І. і це, мабуть, сумно.	0	0	0	1	0	0
Прийде пенсія. . .а друзів нема.всі онлайн...	0	0	0	1	0	0
Але ж то барци, я плакав.	0	0	0	1	0	0
Дуже хочу побігати, але мені шкода робити першу пробіжку в нових кросах в цей дощ і мєрзость.	0	0	0	1	0	0
сумна історія про те як хочеться ТІЄЇ какаушки з ТІЄЮ згущівкою ТАМ. хештег іф'юноввотаймін	0	0	0	1	0	0
Сумую за такими чистотою і порядком в своєму класі...	0	0	0	1	0	0
нема часу я ж зранку до вечора на роботі :))ні вікна, ні вільного дня))	0	0	0	1	0	0
*бо у них немає rss поки і це смуток:журба	0	0	0	1	0	0
хоча от як не пічально це далеко не найгірший (а може навіть і навпаки) чоловік	0	0	0	1	0	0
ішла третя година як я сиділа сама у затишній львівській квартирі і чекала з вісілля хазяєвів.	0	0	0	1	0	0
Але про свій ноутик я ще згадую і сумую за ним :(	0	0	0	1	0	0
куштувала тірамісу в Римі-тануло в роті!Шкода такого в якості сувеніру не привезеш)	1	0	0	1	0	0
Сил моїх і довіри ні до кого не залишилось	0	0	0	1	0	0
мені найгірше було заставити себе лежати в ліжку, але прийшлося змиритися з собою	0	0	0	1	0	0
З'їздили в гори на тандир ;(	0	0	0	1	0	0
Хочу гуляти нічним Києвом, але завтра на роботу.	0	0	0	1	0	0
Шкода шо не можна вам запах сіна і польових квітів затвітити.	0	0	0	1	0	0
Але найгірше-у нас зараз тихий час і я сиджу в темній спальні.	0	0	0	1	0	0
Хоть би хтось пригрозив любить	0	0	0	1	0	0
А вдома знову в сльозах.	0	0	0	1	0	0
замітила що зняті, як примітивний американський фільм((	0	0	0	1	0	0
А в мене в тих кісточки випирали(	0	0	0	1	0	0
І якщо рік назад я припленталася додому перелякано-схвильована у передчутті чогось невідомого, то нині якось важко на душі.	0	0	0	1	0	0
Сьогодні дуже феєрично впала зі сходів, побила ноги так, що боляче навіть вдягати колготи.	0	0	0	1	0	0
сумна історія про те шо я нічо не тямлю в праві і істєрю.	0	0	0	1	0	0
перетреться якось ) не сумуй, сестро	0	0	0	1	0	0
а з приходом весни ...це просто журба	0	0	0	1	0	0
от  накаркав, п'ю каву, зовсім розбита :/	0	0	0	1	0	0
Гірше безсоння це голод :/	0	0	0	1	0	0
От шкода, що ви не в Познані, я теж хочу.	0	0	0	1	0	0
сама я таке не втну...а допомоги годі чекати;(	0	0	0	1	0	0
та найбільше мені жаль малюка в мами на руках, місяці 3 десь має.	0	0	0	1	0	0
ох, як я хотіла піти, але доля грає злий жарт :с	0	0	0	1	0	0
*троха сумний смайлик а може і два*	0	0	0	1	0	0
Скучила за  'ом і його кучериками!	0	0	0	1	0	0
Сумно, але в цьому є своя романтика	0	0	0	1	0	0
скушно без Сітілайта шось. нема від кого пака прочитати.	0	0	0	1	0	0
А ще я маю сісти за уроки, але не можу зібратися і припинити ридати	0	0	0	1	0	0
Я не була в бабусі від листопада:(	0	0	0	1	0	0
Я он на тиждень сама лишилась і вже вмираю	0	0	0	1	0	0
В 2004 в мене померли дід і баба.	0	0	0	1	0	0
Однокласники обговорюють як їм не сподобався 2015рік, дурненькі-чим далі, тим ще гірше.	0	0	0	1	0	0
Але цього року ще гірше зі зв'язком.	0	0	0	1	0	0
шкода. я б своєму могла подарити, але він мені не попався	0	0	0	1	0	0
от діідько ;( тоді в Дінамо шансів канешн ніт.	0	0	0	1	0	0
і ніби й більше менш норм почуваюсь, а температура є	0	0	0	1	0	0
так( мені захотілось обійняти його і пожаліти	0	0	0	1	0	0
ти його не знала,то чого плакати за незнайомою людиною. . .історія дуже схожа,як в моєї бабусі	0	0	0	1	0	0
Закінчився ще один день а це значить Ти скоро підеш І закінчиться моє життя Чи так буже завжди Хей хоч сьогодні не йди.	0	0	0	1	0	0
всім нам притаманна віра у краще, але ми обидва знаємо, що реалії засмучують. то в казках так буває.	0	0	0	1	0	0
Я от шкодую, що не став пайтоністом.	0	0	0	1	0	0
Ох, як же я сумувала за цими теплими словами в смс від вас	0	0	0	1	0	0
Так втомивсь, шо немає сил додому їхати.	0	0	0	1	0	0
шкода, чесно кажучи :с закохані ж дійсно милі, коли палку не перегинають(	0	0	0	1	0	0
крім гречки і рису вдома закінчився і інтернет. . .	0	0	0	1	0	0
та я б з радістю, але коли, в мене все загружено	0	0	0	1	0	0
не можу, в мене не буде відпустки:(	0	0	0	1	0	0
так стає мені сумно, коли читаю пости мам в гевешній групі про садочок у 6 місяців.	0	0	0	1	0	0
доброго ранку. . .шось не дуже доброго правда. . .	0	0	0	1	0	0
Я задихаюся від запаху смаженого по всій хаті, бо людям впадло увімкнути витяжку.	0	0	1	0	1	0
якась скатіна куре на вулиці. весь дим до хати. скатіна, не кури.	0	0	1	0	1	0
ну мені ця штука на смак гидотна.	0	0	0	0	1	0
мене вже тошнить від Львова:(	0	0	0	0	1	0
А скільки сміття, коли сходить сніг, мамадарагая.	0	0	0	0	1	0
як же я хочу звалити з цього дому.	0	0	0	0	1	0
там котлета зі свинини, мені не подобається)	0	0	0	0	1	0
щось він мені не подобається-.-	0	0	0	0	1	0
випивша це пів біди...перепила солодкого...буеее	0	0	0	0	1	0
сьогодні в актовому залі школи нам ветеранам школярі програму цілу підготували. більшість номерів - мрія педофіла. голі животи і ноги.	0	0	0	0	1	0
простінька і са вкусом. мать'йо. це навіть гірше реклами пепсі чи чого там з кришечкою в оці.	0	0	0	0	1	0
Випало чомусь саме все таке гидке.	0	0	0	0	1	0
Тобто треба якийсь час, щоб перебороти огиду, якщо вона є.	0	0	0	0	1	0
до мене в ліжко заліз тарган. назву його Коля.	0	0	0	0	1	0
Ковбаску в тісті розігріла - пішов запах зіпсованого м`яса, викинула.	0	0	0	0	1	0
хотіла зауважити -у вашого сайту зараз жахливе юзабіліті.	0	0	0	0	1	0
						
феее. . .як не гарно	0	0	0	0	1	0
У вагоні якийсь токсичний запах :/ приїду з квадратною головою	0	0	0	0	1	0
Ми бачили Богдана Бенюка в трусах)	0	0	0	0	1	0
це жах. а потім таке фото на сайт для збоченців потрапить. боюсь травмувати чиюсь психіку. одного фото вистачить)	0	0	0	0	1	0
аморально виставити таке фото, а дивитись на нього (якщо там є на шо дивитись) - нє))	0	0	0	0	1	0
Це так стрьомно, а в реальному житті не уявляю	0	0	0	0	1	0
Я думаю трішки по іншому, але так, то жах	0	0	0	0	1	0
до скінні одягала і мені ужасужас, ща скину в пп	0	0	0	0	1	0
Я їм огірок, а  обжирається бутєром з м'ясом на моїх очах.	0	0	0	0	1	0
ага, яка потім перейшла в реальне мовлення, на парах це виглядає жахливо!(	0	0	0	0	1	0
гірше за ниття можуть бути тільки розтягнуті лосіни на товстій дєвочці. хатя ключове слово - лосіни.	0	0	0	0	1	0
Смердить пластиком. за ті 20хв, шо я вдома, в мене вже болить голова.	0	0	0	0	1	0
Рожа в нього така ніби він щонайменше людей їсть.	0	0	0	0	1	0
Даааале фільм годний, а серіал гамнішко	0	0	0	0	1	0
Русня перєживаєт, страшніє вєщі тваряцца.	0	0	0	0	1	0
Люди в маршрутці пахнуть якось недобре.	0	0	0	0	1	0
нащо я тебе почала читати.	0	0	0	0	1	0
є дзеркало,в яке хочеться дивитися й дивитися,тіпа няшка, всі діла а є такі,в які коли дивишся,думаєш: як з такою рожою я вихожу на вулицю?!	0	0	0	0	1	0
- нашо ти їла ці гидотні цукерки? - все надіялась шо попадеться якась не схожа на гігієнічну помаду	0	0	0	0	1	0
новий сезон американської історії жахів найбільш гидкий і найбільш цікавий водночас	0	0	0	0	1	0
Вовин сусід по палаті показав камінець, який йому з жовчного міхура витягли, то це жесть.	0	0	0	0	1	0
Люди приходять повтикати до велотреку і лишають після себе гори сміття.	0	0	0	0	1	0
В залі сидить чувіха, яка рже як кобила.	0	0	0	0	1	0
тааа. . .смердить ще гірше :))	0	0	0	0	1	0
смак анісу) я його навіть на запах тєрпєть нінавіжу)	0	0	0	0	1	0
пацани покидали в зал свої мокрі футболки. думаю там під сценою море крові і вирвані патли	0	0	0	0	1	0
цілий день від цієї новини почуваю себе мєрзко.	0	0	0	0	1	0
гірше чорних курточок, брудні черевики малих дітей на руках!	0	0	0	0	1	0
А в мене на задніх рядах штиняє брудною прокладкою	0	0	0	0	1	0
Від того мені менше не смердить))	0	0	0	0	1	0
кажуть, що ми для них такі ж огидні, як і вони для нас. тому з доброї волі вони на тебе не полізли б.	0	0	0	0	1	0
						
Окрошку навіть куштувати не хочу,бо нагадує мені візуально помиї (ніби миску з-під олів‘є помили).	0	0	0	0	1	0
Була купа для, рук, для ніг, для голів...відчувався трупний запах.	0	0	0	0	1	0
Фу як у вас тут мєрзко і холодно.	0	0	0	0	1	0
це не ідіотизм. це жлобство і потворність.	0	0	1	0	1	0
у гарних містах мусить смердіти.Венеція.Львів.	0	0	0	0	1	0
Курить хтось із сусідів, а через вікно затягує і смердить у мене в квартирі.	0	0	1	0	1	0
Ще іноді гнилі люди проскакують, но за сонцем їх слабо видно	0	0	0	0	1	0
Я не хочу бачити триколор на вулицях українських міст.	0	0	0	0	1	0
На на сайті все дико гидке, моделі кривоногі і непропопційні.	0	0	0	0	1	0
Зварила тайський гарбузовий суп на кокосовому молоці з лаймом і кінзою (яку сама ненавиджу).	0	0	0	0	1	0
а мамі не скажу, бо дістану. я ж її не послухала і обжерлася цієї гидоти	0	0	0	0	1	0
Смердюча маршрутка - добити,те що залишилось живим після роб.тижня!	0	0	1	0	1	0
у нас в туалеті часто сиаженою картоплею пахне	0	0	0	0	1	0
така молода, а  вже такі ноги страшні.	0	0	0	0	1	0
я тут навіть води випити не можу, бо зле, а ви ще й орео в стрічку кидаєте:с	0	0	0	0	1	0
Але мабуть геть гнилі вже))	0	0	0	0	1	0
уявити свого інтелігентного і вихованого прутня в писку якої-небудь почвари було понад мої сили...(с) винничук такий винничук	0	0	0	0	1	0
я лежу під каштаном......собаки їдять моє тіло :D	0	0	0	0	1	0
Прокинулась від запаху диму в хаті.	0	0	0	0	1	0
піду помию посуд і вода змиє той осад гидотний. зачємзнімать таке кіно. зачєм було дивитись. то ж читала рецензію. нє, тра пересвідчитись.	0	0	0	0	1	0
дивно, що в них цього року прем'єра не з 8 березня	0	0	0	0	0	1
Думаю, чому на мене так люди дивляться.	0	0	0	0	0	1
А так як мені ніколи майже нічого не сниться,то це дивно.	0	0	0	0	0	1
- Тобі не вистачає цукерок?	0	0	0	0	0	1
Подивилась"Дівчину з Данії" і тепер просто не розумію чому фільм не отримав Оскар	0	0	0	0	0	1
І що цікаво (насправді ні) мають підтримку.	0	0	0	0	0	1
БОЖЕ, ТАНЯ, ти мужик, чи ні? припини нити і йди спати.	0	0	0	0	0	1
щічки горять...хто там мене згадує,га? :))	0	0	0	0	0	1
ніколи б не подумала, що ми настільки різні)	0	0	0	0	0	1
боже, боюсь зглазити, але до мене прийшло азарєніє! і якшо це дійсно воно, то я нарешті закінчу жовтневий алко-місяць	0	0	0	0	0	1
сьогодні проснулась з мисльою "де я?", аж потм до  мене дошло шо я за сотню км від дому і я у дівчини	0	0	0	0	0	1
Звідки я можу знати цю пісню???	0	0	0	0	0	1
Автокорект тим часом пропонує написати 'приємно знати, що у цьому світі є євро' Цей телефон таки щось про мене зрозумів за три місяці користування!	0	0	0	0	0	1
не знала, що між ними щось є:)	0	0	0	0	0	1
А ти був чемним цього року!?	0	0	0	0	0	1
вау, ну така фатальність точно має закінчитись в ту ж мить, як почалась	0	0	0	0	0	1
А знаєте, що не дивно?	0	0	0	0	0	1
Якось странно, шо мені сподобався хлопець і він басист.	0	0	0	0	0	1
тому, що ти там працюєш?	0	0	0	0	0	1
Скоріш, це вона мене вразила.	0	0	0	0	0	1
не знала що можна пиво заміняти квасом:)	0	0	0	0	0	1
І як в неї це получаєтця???	0	0	0	0	0	1
і   це ретвітнув...? воу воу...	0	0	0	0	0	1
мене наразі цікавить звідки і чому 80? для більшого ТРАГІЗЬМУ, чи ще для чого?	0	0	0	0	0	1
Класно, не знала, що їх кілька було	0	0	0	0	0	1
На мене ВНЄЗАПНО звалилася ще одна вакансія.	0	0	0	0	0	1
Чому Борис Михайлов російський фотограф	0	0	0	0	0	1
ми так давно не вилазили в місто вдвох, що аж дивно.	0	0	0	0	0	1
Це дуже дивно — знати те, чого не було насправді.	0	0	0	0	0	1
Якось це трохи дивно звучить.	0	0	0	0	0	1
Якось дивно всетаки, якщо пм буде на мітингу зі шпицями	0	0	0	0	0	1
Як би я особисто не любив би Луценка, але це вчинок.	0	0	0	0	0	1
невже це таки сталось? ти його нарешті скачав?	0	0	0	0	0	1
ууууу вапщє не така як я уявлялаааа	0	0	0	0	0	1
ми дивились фільм, де майже 50річний Менсон грав підлітка)))	0	0	0	0	0	1
о, це ж тобі вже їісти можна) який ефект помітила?)	0	0	0	0	0	1
Не розуміла, чому вже другу годину не можу заснути, а це ж "Приват" націоналізують.	0	0	0	0	0	1
так дивно читати про тебе водія))	0	0	0	0	0	1
Бачили, як з під шконаря закукурікало?	0	0	0	0	0	1
ой, що? що? що? що?	0	0	0	0	0	1
в чому аж так багато?	0	0	0	0	0	1
Не уявляю як ним їздити по Львову :) в Дубні я їду по тротуарах:)	0	0	0	0	0	1
а я думала таке тільки в мемах буває	0	0	0	0	0	1
Як можна їсти лежачи рідке молоко і при цьому спати?	0	0	0	0	0	1
- Як ні в кого?	0	0	0	0	0	1
о! це те що треба!))	0	0	0	0	0	1
не знала, що ти вже мама)	0	0	0	0	0	1
мені просто цікаво, за рахунок чого ви пропонуєте підняти рівень зарплат?	0	0	0	0	0	1
це дуже дивно, що ми де про тебе не говорили.	0	0	0	0	0	1
Шо за ничиста сила із супу всміхаєця!?	0	0	0	0	0	1
невже це нарешті сталося зі мною...?	0	0	0	0	0	1
З якого це дивна купу людей запитало сьогодні як я себе почуваю?	0	0	0	0	0	1
шо бери. . .як нічо не дають	0	0	0	0	0	1
навіть мене не захочеш бачити ?	0	0	0	0	0	1
випила води, стало погано.  що за дічь?	0	0	0	0	0	1
Такого я ще не бачила, аж цікаво.	0	0	0	0	0	1
чекайте, а як ви знали,що вони вже прийшли? думала пошта не працює на свята.	0	0	0	0	0	1
укрпошта прям як ракєта, аж дивно	0	0	0	0	0	1
сьогодні на Московіаді з відкритим ротом спостерігала за руками одного актора. такі вже вони в нього експресивні були!	0	0	0	0	0	1
це компліменти у тебе такі?	0	0	0	0	0	1
ХЕЕЙ, та мені ж цікаво	0	0	0	0	0	1
Чого у Львові такі страшні баби?	0	0	0	0	0	1
Виявилось, що це БІЛКА за вікном!	0	0	0	0	0	1
І от подивилась і мені цікаво - з чого ти робила такі висновки?	0	0	0	0	0	1
Досить дивно, що не трапило на очі і навіть не чув нічого за такий шкандаль.	0	0	0	0	0	1
  хорор наніч   не втомлююсь дивуватись людям	0	0	0	0	0	1
А от щоб просто молода пара через батьків розходилась- то дивно мені	0	0	0	0	0	1
Двічі в одне і те ж місце?	0	0	0	0	0	1
От не можу понять, це я на сьільки страше виглядаю, чи для мужичків норма ліпнуть до малолєток?	0	0	0	0	0	1
Відкриваю один і не розумію,чому до мене звертаються на ім'я Олеся.	0	0	0	0	0	1
Зовсім не відчуваю, що мені вже завтра їхати.	0	0	0	0	0	1
Чого в мене зараз таке відчуття, ніби я збила пішохода і втікла з місця аварії	0	0	0	0	0	1
сподівався по тихому удєльноє княжєство собі зарубати. но что-то пошло нє так.	0	0	0	0	0	1
Дивний факт: Euronews|Russian теж ватний аж скрипить.	0	0	0	0	0	1
мені також дивно з обурень про ех.uа))	0	0	0	0	0	1
а я не впізнала Романа —буде багатий	0	0	0	0	0	1
Найдивовижніша відповідь яку я отримала бо не зрозуміла,що означає	0	0	0	0	0	1
То він так швидко приїхав?	0	0	0	0	0	1
ніколи не думала, що буду на нетбуці моделити і креслити... страшно андроїд купляти))	0	0	0	0	0	1
Зайшло ок, думав буде сильно гірше	0	0	0	0	0	1
- ну ви і чудики!	0	0	0	0	0	1
Ти думав все так просто буде?	0	0	0	0	0	1
5 локацій в одному приміщенні?	0	0	0	0	0	1
Шо ж так важко це запам'ятати ?	0	0	0	0	0	1
хіба в цих фактах є щось аморальне ???	0	0	0	0	0	1
Чому цей прекрасний бар закривається о першій??	0	0	0	0	0	1
Дивно, та чим далі живемо тим рідніші стали.	0	0	0	0	0	1
Вітаються зі мною на вулиці. . .я посміхаюся . . .і не знаю, хто це))	0	0	0	0	0	1
Круто! погуглила то там і підйомники є!	0	0	0	0	0	1
Не знаю,яким дивом, але я проснулась вчасно:)	0	0	0	0	0	1
як ти досі не поїхала? ;)	0	0	0	0	0	1
внізапно побачила чоловіка  топлєс.тоїсть в рушникові. на вулиці. тоїсть в центрі міста *цікаво як жіноча половина дєвішнік святкує	0	0	0	0	0	1
Навіть не знаю, як він так вгадав)	0	0	0	0	0	1
- Чого дівки називають себе бабами, а коли їх  пацан так називає, то вони бісяться?	0	0	0	0	0	1
І з якого дива в мене сьогодні п'ятниця?	0	0	0	0	0	1
хто би міг подумати...нема нормальної позитивної фотки...де я сама)	0	0	0	0	0	1
ок, труся, я тебе недооцінювала, твіт за 10 жовтня. серйозно?	0	0	0	0	0	1
Цікавих випадків було більше  Не здається?	0	0	0	0	0	1
Світло у вагоні не виключають. . .дивно	0	0	0	0	0	1
думала здалося...вперше побачила просто, а всі тільки про них і говорять.	0	0	0	0	0	1
От і я над цим часто задумуюсь...нащо?	0	0	0	0	0	1
ооо, і цей мені пише	0	0	0	0	0	1
Славко пише такі твіти ніби все життя не жив в Україні і тепер його це дуже дивує... а чи жив чи не жив?	0	0	0	0	0	1
Я спочатку аж стала, як укопана бо думала Оля йде.	0	0	0	0	0	1
У мене якось так дивно вени видно.	0	0	0	0	0	1
						
неочікувано:) може спочатку б на побачення?	0	0	0	0	0	1
ох нічого собі, мавка, ти красава)	0	0	0	0	0	1
чому всі так .... на Esquire?	0	0	0	0	0	1
це дуже странно - включити комп і не включити ворд.	0	0	0	0	0	1
як це нема такої моди?	0	0	0	0	0	1
обоже, це ж якій к-сті твіттерян він сниться!	0	0	0	0	0	1
Шо могло бути дивнішим за це?	0	0	0	0	0	1
Щиро не розумію, як усі ці люди навколо мене сплять.	0	0	0	0	0	1
це за цього шефа з котрим в тебе внезапний роман?	0	0	0	0	0	1
це випадковість, хіба не зрозуміло? і українська розкладка в мене є	0	0	0	0	0	1
Дивно, невже в HR сезон відпусток?	0	0	0	0	0	1
значить лякать стрьомом мона, а притусовуватись нє?	0	0	0	0	0	1
Після ейрфорсів взула 999ньюбеленси і в них якось дивно ходити.	0	0	0	0	0	1
странна но можедаже і приятна історія про те як я знаю одну пісню дорна і то не його авторства.	0	0	0	0	0	1
Не помічала за собою такого, але все ж	0	0	0	0	0	1
о_О а до 4ранку хто рендерив вчора!!	0	0	0	0	0	1
моя кофта досі пахне тобою, дивно.	0	0	0	0	0	1
RT : Опа - день народження?!	0	0	0	0	0	1
Я якось в одному із закладів Рівного попросила зробити каву без кофеїну, то на мене подивились як ніби я попросила стаканчик крові дракона	0	0	0	0	0	1
Я таких злих людей давно вже не бачила	0	0	0	0	0	1
гхм.. цікаво. це де таке?	0	0	0	0	0	1
- Чому тільки пів 4, а вже так темно?	0	0	0	0	0	1
чувак дуже дивно дивиться на мої забиті костяшки.  ніколи дівчину з робитими руками не бачив?:D	0	0	0	0	0	1
а як ти їх впізнала?:)))) - один в купе це сильно!хтось по дорозі приєднався?	0	0	0	0	0	1
Стартапи в Черкасах - вони існують!	0	0	0	0	0	1
Трохи дивно, коли проходиш повз заправочну станцію, а там з ніг збиваючі аромати домашньої випічки.	0	0	0	0	0	1
Ви не повірите, але виявилося, що мій кіт заробив за 15 років і чесно придбав 200 квадратних метрів елітного житла.	0	0	0	0	0	1
не понімаю, що тим мужикам не вистачає!!! :(	0	0	0	1	0	1
а взагалі, дивно шо мені раніше прийшло :D	0	0	0	0	0	1
Оце так гості в Черкаси їдуть!	0	0	0	0	0	1
цікаво що у православних є 8 гріх - сум у католиків він замінений на заздрість... ...але знань мені бракує, треба щось почитати про таке	0	0	0	0	0	1
от ще цікаво, як деякі люди здатні настільки організовано все встигати? серйозно, хочу таку суперсилу.	0	0	0	0	0	1
вчора подумала: це ж можна вже в чоботах ходити!	0	0	0	0	0	1
В мене ледь очі не випали, коли я побачила, що вона в Києві	0	0	0	0	0	1
Дивний такий, щось там торохтів.	0	0	0	0	0	1
дивна якась ця історія з гаманцем. . .	0	0	0	0	0	1
Так дивно бачити старого Олівера о.о	0	0	0	0	0	1
ляя тебе шо навчити нормально освідчуватись?	0	0	0	0	0	1
Я уявляла що це значно складніше.	0	0	0	0	0	1
ліл. ви самі реально, без стьобу в це вірите? серйозно?	0	0	0	0	0	1
спочатку я була трохи скептично налаштована проти "Магаричів", але хлопці відмочили)) щей гонили на вічну тему "Ви Ро Би";)	0	0	0	0	0	1
в мене була гірша думка про них	0	0	0	0	0	1
як сталось, що такий класний хлопець програв вибори? злочинні олігархи обдурили народ? так Міхо ж усіх пересадив, чи як?	0	0	0	0	0	1
Дивуюсь тим філологам, бо вони знають як і що правильно пишеться, що з чим вживається, всі можливі застарілі слова, "respect" одним словом!	0	0	0	0	0	1
Це так дивно  Прям цікаво..	0	0	0	0	0	1
Я 9:20: ааааааа, всмислі вже 9:20?!?!?!?!?!	0	0	0	0	0	1
так, його стиль неймовірний. якось трохи послухала "Лоліту"	0	0	0	0	0	1
а як може бути балкон на першому поверсі, а?	0	0	0	0	0	1
а то як так, шо 50% цитат, що ви наскидали, - про любов?	0	0	0	0	0	1
Не знала про цього бота для паспортів.	0	0	0	0	0	1
 ого неочікувано:D поповнила свою колекцію читабельності мого прізвища.	0	0	0	0	0	1
Непристойно швидка і неочікувана покупка.	0	0	0	0	0	1
мені здалося, чи ти чуть не сказав Оля Білочка, замість Оля Супрун? )))	0	0	0	0	0	1
дивно, що у словниках нема слова „першоопис“.	0	0	0	0	0	1